levels,algs,ratios,variable,times
22,z_hdf5,1.60,TS,43
22,z_hdf5,1.60,TS,44
22,z_hdf5,1.60,TS,45
22,z_hdf5,1.60,TS,46
22,z_hdf5,1.60,TS,47
22,z_hdf5,1.60,TS,48
22,z_hdf5,1.60,TS,49
22,z_hdf5,1.60,TS,50
22,z_hdf5,1.60,TS,51
22,z_hdf5,1.60,TS,52
22,z_hdf5,1.60,TS,53
22,z_hdf5,1.60,TS,54
22,z_hdf5,1.60,TS,55
22,z_hdf5,1.60,TS,56
22,z_hdf5,1.60,TS,57
22,z_hdf5,1.60,TS,58
22,z_hdf5,1.60,TS,59
