variable,frequency,timestep,zfp_level,zfp_size,zfp_ratio,all_zfp_levs
PRECT,monthly,116,8,,,[8.0]
TS,monthly,52,14,,,[14.0]
TAUX,monthly,167,8,,,[8.0]
PRECT,monthly,117,8,,,[8.0]
Z500,monthly,115,16,,,[16.0]
LHFLX,monthly,126,8,,,[8.0]
TS,monthly,53,14,,,[14.0]
TAUX,monthly,168,8,,,[8.0]
FLUT,monthly,91,10,,,[10.0]
LHFLX,monthly,127,8,,,[8.0]
Z500,monthly,116,16,,,[16.0]
TS,monthly,54,14,,,[14.0]
LHFLX,monthly,128,8,,,[8.0]
PRECT,monthly,118,8,,,[8.0]
FLUT,monthly,92,10,,,[10.0]
TS,monthly,55,14,,,[14.0]
TAUX,monthly,169,8,,,[8.0]
PRECT,monthly,119,8,,,[8.0]
Z500,monthly,117,16,,,[16.0]
LHFLX,monthly,129,8,,,[8.0]
FLUT,monthly,93,10,,,[10.0]
TAUX,monthly,170,8,,,[8.0]
PRECT,monthly,120,10,,,[10.0]
Z500,monthly,118,16,,,[16.0]
LHFLX,monthly,130,8,,,[8.0]
TS,monthly,56,14,,,[14.0]
FLUT,monthly,94,10,,,[10.0]
TAUX,monthly,171,8,,,[8.0]
PRECT,monthly,121,8,,,[8.0]
Z500,monthly,119,16,,,[16.0]
TS,monthly,57,14,,,[14.0]
LHFLX,monthly,131,8,,,[8.0]
FLUT,monthly,95,10,,,[10.0]
Z500,monthly,120,16,,,[16.0]
TAUX,monthly,172,8,,,[8.0]
PRECT,monthly,122,8,,,[8.0]
TS,monthly,58,14,,,[14.0]
TAUX,monthly,173,8,,,[8.0]
Z500,monthly,121,16,,,[16.0]
TS,monthly,59,14,,,[14.0]
PRECT,monthly,123,8,,,[8.0]
LHFLX,monthly,132,8,,,[8.0]
FLUT,monthly,96,10,,,[10.0]
TAUX,monthly,174,8,,,[8.0]
Z500,monthly,122,16,,,[16.0]
TS,monthly,60,14,,,[14.0]
PRECT,monthly,124,8,,,[8.0]
LHFLX,monthly,133,8,,,[8.0]
FLUT,monthly,97,10,,,[10.0]
TAUX,monthly,175,8,,,[8.0]
PRECT,monthly,125,8,,,[8.0]
LHFLX,monthly,134,8,,,[8.0]
PRECT,monthly,126,8,,,[8.0]
FLUT,monthly,98,10,,,[10.0]
TS,monthly,61,14,,,[14.0]
LHFLX,monthly,135,8,,,[8.0]
TAUX,monthly,176,8,,,[8.0]
Z500,monthly,123,16,,,[16.0]
PRECT,monthly,127,8,,,[8.0]
TS,monthly,62,14,,,[14.0]
FLUT,monthly,99,10,,,[10.0]
TAUX,monthly,177,8,,,[8.0]
PRECT,monthly,128,8,,,[8.0]
Z500,monthly,124,16,,,[16.0]
FLUT,monthly,100,10,,,[10.0]
TS,monthly,63,14,,,[14.0]
LHFLX,monthly,136,8,,,[8.0]
Z500,monthly,125,16,,,[16.0]
PRECT,monthly,129,8,,,[8.0]
TAUX,monthly,178,8,,,[8.0]
FLUT,monthly,101,10,,,[10.0]
LHFLX,monthly,137,8,,,[8.0]
TS,monthly,64,14,,,[14.0]
Z500,monthly,126,16,,,[16.0]
TAUX,monthly,179,8,,,[8.0]
PRECT,monthly,130,8,,,[8.0]
LHFLX,monthly,138,8,,,[8.0]
FLUT,monthly,102,10,,,[10.0]
Z500,monthly,127,16,,,[16.0]
TS,monthly,65,14,,,[14.0]
PRECT,monthly,131,8,,,[8.0]
TAUX,monthly,180,8,,,[8.0]
LHFLX,monthly,139,8,,,[8.0]
TS,monthly,66,14,,,[14.0]
Z500,monthly,128,16,,,[16.0]
FLUT,monthly,103,10,,,[10.0]
LHFLX,monthly,140,8,,,[8.0]
TAUX,monthly,181,8,,,[8.0]
PRECT,monthly,132,8,,,[8.0]
FLUT,monthly,104,10,,,[10.0]
Z500,monthly,129,16,,,[16.0]
TS,monthly,67,14,,,[14.0]
TAUX,monthly,182,8,,,[8.0]
LHFLX,monthly,141,8,,,[8.0]
TAUX,monthly,183,8,,,[8.0]
PRECT,monthly,133,8,,,[8.0]
Z500,monthly,130,16,,,[16.0]
TAUX,monthly,184,8,,,[8.0]
FLUT,monthly,105,10,,,[10.0]
LHFLX,monthly,142,8,,,[8.0]
TS,monthly,68,14,,,[14.0]
PRECT,monthly,134,8,,,[8.0]
Z500,monthly,131,16,,,[16.0]
TS,monthly,69,14,,,[14.0]
PRECT,monthly,135,10,,,[10.0]
TAUX,monthly,185,8,,,[8.0]
LHFLX,monthly,143,8,,,[8.0]
FLUT,monthly,106,10,,,[10.0]
Z500,monthly,132,16,,,[16.0]
PRECT,monthly,136,8,,,[8.0]
TS,monthly,70,14,,,[14.0]
Z500,monthly,133,16,,,[16.0]
TAUX,monthly,186,8,,,[8.0]
PRECT,monthly,137,10,,,[10.0]
TS,monthly,71,14,,,[14.0]
FLUT,monthly,107,10,,,[10.0]
LHFLX,monthly,144,8,,,[8.0]
Z500,monthly,134,16,,,[16.0]
TS,monthly,72,14,,,[14.0]
LHFLX,monthly,145,8,,,[8.0]
PRECT,monthly,138,8,,,[8.0]
TAUX,monthly,187,8,,,[8.0]
Z500,monthly,135,16,,,[16.0]
FLUT,monthly,108,10,,,[10.0]
TS,monthly,73,14,,,[14.0]
LHFLX,monthly,146,8,,,[8.0]
PRECT,monthly,139,8,,,[8.0]
FLUT,monthly,109,10,,,[10.0]
Z500,monthly,136,16,,,[16.0]
TS,monthly,74,14,,,[14.0]
PRECT,monthly,140,8,,,[8.0]
LHFLX,monthly,147,8,,,[8.0]
TAUX,monthly,188,8,,,[8.0]
FLUT,monthly,110,10,,,[10.0]
Z500,monthly,137,16,,,[16.0]
TS,monthly,75,14,,,[14.0]
TAUX,monthly,189,8,,,[8.0]
PRECT,monthly,141,8,,,[8.0]
LHFLX,monthly,148,8,,,[8.0]
Z500,monthly,138,16,,,[16.0]
TS,monthly,76,14,,,[14.0]
LHFLX,monthly,149,8,,,[8.0]
TAUX,monthly,190,8,,,[8.0]
FLUT,monthly,111,10,,,[10.0]
PRECT,monthly,142,8,,,[8.0]
TS,monthly,77,14,,,[14.0]
LHFLX,monthly,150,8,,,[8.0]
Z500,monthly,139,16,,,[16.0]
FLUT,monthly,112,10,,,[10.0]
TAUX,monthly,191,8,,,[8.0]
PRECT,monthly,143,8,,,[8.0]
TAUX,monthly,192,8,,,[8.0]
Z500,monthly,140,16,,,[16.0]
TS,monthly,78,14,,,[14.0]
FLUT,monthly,113,10,,,[10.0]
LHFLX,monthly,151,8,,,[8.0]
PRECT,monthly,144,8,,,[8.0]
TS,monthly,79,14,,,[14.0]
Z500,monthly,141,16,,,[16.0]
TS,monthly,80,14,,,[14.0]
TAUX,monthly,193,8,,,[8.0]
LHFLX,monthly,152,8,,,[8.0]
TS,monthly,81,14,,,[14.0]
PRECT,monthly,145,10,,,[10.0]
FLUT,monthly,114,10,,,[10.0]
Z500,monthly,142,16,,,[16.0]
TAUX,monthly,194,8,,,[8.0]
FLUT,monthly,115,10,,,[10.0]
Z500,monthly,143,16,,,[16.0]
TS,monthly,82,14,,,[14.0]
PRECT,monthly,146,8,,,[8.0]
LHFLX,monthly,153,8,,,[8.0]
TAUX,monthly,195,8,,,[8.0]
Z500,monthly,144,16,,,[16.0]
TS,monthly,83,14,,,[14.0]
PRECT,monthly,147,8,,,[8.0]
FLUT,monthly,116,10,,,[10.0]
TAUX,monthly,196,8,,,[8.0]
LHFLX,monthly,154,8,,,[8.0]
TAUX,monthly,197,8,,,[8.0]
TS,monthly,84,14,,,[14.0]
PRECT,monthly,148,8,,,[8.0]
Z500,monthly,145,16,,,[16.0]
LHFLX,monthly,155,8,,,[8.0]
FLUT,monthly,117,10,,,[10.0]
TS,monthly,85,14,,,[14.0]
TAUX,monthly,198,8,,,[8.0]
PRECT,monthly,149,8,,,[8.0]
Z500,monthly,146,16,,,[16.0]
LHFLX,monthly,156,8,,,[8.0]
TS,monthly,86,14,,,[14.0]
TAUX,monthly,199,8,,,[8.0]
PRECT,monthly,150,8,,,[8.0]
FLUT,monthly,118,10,,,[10.0]
TS,monthly,87,14,,,[14.0]
LHFLX,monthly,157,8,,,[8.0]
Z500,monthly,147,16,,,[16.0]
PRECT,monthly,151,8,,,[8.0]
TAUX,monthly,200,8,,,[8.0]
FLUT,monthly,119,10,,,[10.0]
TS,monthly,88,14,,,[14.0]
LHFLX,monthly,158,8,,,[8.0]
PRECT,monthly,152,8,,,[8.0]
Z500,monthly,148,16,,,[16.0]
TAUX,monthly,201,8,,,[8.0]
Z500,monthly,149,16,,,[16.0]
TS,monthly,89,14,,,[14.0]
TAUX,monthly,202,8,,,[8.0]
PRECT,monthly,153,8,,,[8.0]
LHFLX,monthly,159,8,,,[8.0]
FLUT,monthly,120,10,,,[10.0]
Z500,monthly,150,16,,,[16.0]
TS,monthly,90,14,,,[14.0]
LHFLX,monthly,160,8,,,[8.0]
TAUX,monthly,203,8,,,[8.0]
PRECT,monthly,154,8,,,[8.0]
FLUT,monthly,121,10,,,[10.0]
TS,monthly,91,14,,,[14.0]
Z500,monthly,151,16,,,[16.0]
TAUX,monthly,204,8,,,[8.0]
LHFLX,monthly,161,8,,,[8.0]
FLUT,monthly,122,10,,,[10.0]
Z500,monthly,152,16,,,[16.0]
PRECT,monthly,155,8,,,[8.0]
TAUX,monthly,205,8,,,[8.0]
TS,monthly,92,14,,,[14.0]
LHFLX,monthly,162,8,,,[8.0]
FLUT,monthly,123,10,,,[10.0]
TS,monthly,93,14,,,[14.0]
LHFLX,monthly,163,8,,,[8.0]
PRECT,monthly,156,8,,,[8.0]
TAUX,monthly,206,8,,,[8.0]
Z500,monthly,153,16,,,[16.0]
FLUT,monthly,124,10,,,[10.0]
Z500,monthly,154,16,,,[16.0]
LHFLX,monthly,164,8,,,[8.0]
PRECT,monthly,157,8,,,[8.0]
TS,monthly,94,14,,,[14.0]
TAUX,monthly,207,8,,,[8.0]
FLUT,monthly,125,10,,,[10.0]
Z500,monthly,155,16,,,[16.0]
LHFLX,monthly,165,8,,,[8.0]
TS,monthly,95,14,,,[14.0]
TAUX,monthly,208,8,,,[8.0]
FLUT,monthly,126,10,,,[10.0]
PRECT,monthly,158,8,,,[8.0]
Z500,monthly,156,16,,,[16.0]
FLUT,monthly,127,10,,,[10.0]
LHFLX,monthly,166,8,,,[8.0]
PRECT,monthly,159,8,,,[8.0]
TAUX,monthly,209,8,,,[8.0]
TS,monthly,96,14,,,[14.0]
PRECT,monthly,160,8,,,[8.0]
FLUT,monthly,128,10,,,[10.0]
Z500,monthly,157,16,,,[16.0]
TAUX,monthly,210,8,,,[8.0]
LHFLX,monthly,167,8,,,[8.0]
PRECT,monthly,161,8,,,[8.0]
TS,monthly,97,14,,,[14.0]
TAUX,monthly,211,8,,,[8.0]
FLUT,monthly,129,10,,,[10.0]
Z500,monthly,158,16,,,[16.0]
LHFLX,monthly,168,8,,,[8.0]
PRECT,monthly,162,8,,,[8.0]
TS,monthly,98,14,,,[14.0]
TAUX,monthly,212,8,,,[8.0]
FLUT,monthly,130,10,,,[10.0]
Z500,monthly,159,16,,,[16.0]
LHFLX,monthly,169,8,,,[8.0]
PRECT,monthly,163,8,,,[8.0]
TS,monthly,99,14,,,[14.0]
FLUT,monthly,131,10,,,[10.0]
TAUX,monthly,213,8,,,[8.0]
PRECT,monthly,164,8,,,[8.0]
Z500,monthly,160,16,,,[16.0]
LHFLX,monthly,170,8,,,[8.0]
TS,monthly,100,14,,,[14.0]
FLUT,monthly,132,10,,,[10.0]
TAUX,monthly,214,8,,,[8.0]
PRECT,monthly,165,10,,,[10.0]
Z500,monthly,161,16,,,[16.0]
TS,monthly,101,14,,,[14.0]
LHFLX,monthly,171,8,,,[8.0]
PRECT,monthly,166,8,,,[8.0]
TAUX,monthly,215,8,,,[8.0]
FLUT,monthly,133,10,,,[10.0]
TS,monthly,102,14,,,[14.0]
LHFLX,monthly,172,8,,,[8.0]
Z500,monthly,162,16,,,[16.0]
PRECT,monthly,167,8,,,[8.0]
TAUX,monthly,216,8,,,[8.0]
FLUT,monthly,134,10,,,[10.0]
LHFLX,monthly,173,8,,,[8.0]
TS,monthly,103,14,,,[14.0]
Z500,monthly,163,16,,,[16.0]
PRECT,monthly,168,8,,,[8.0]
TAUX,monthly,217,8,,,[8.0]
LHFLX,monthly,174,8,,,[8.0]
FLUT,monthly,135,10,,,[10.0]
TAUX,monthly,218,8,,,[8.0]
Z500,monthly,164,16,,,[16.0]
PRECT,monthly,169,8,,,[8.0]
TS,monthly,104,14,,,[14.0]
LHFLX,monthly,175,8,,,[8.0]
TS,monthly,105,14,,,[14.0]
FLUT,monthly,136,10,,,[10.0]
Z500,monthly,165,16,,,[16.0]
LHFLX,monthly,176,8,,,[8.0]
TS,monthly,106,14,,,[14.0]
TAUX,monthly,219,8,,,[8.0]
PRECT,monthly,170,8,,,[8.0]
FLUT,monthly,137,10,,,[10.0]
Z500,monthly,166,16,,,[16.0]
LHFLX,monthly,177,8,,,[8.0]
TS,monthly,107,14,,,[14.0]
TAUX,monthly,220,8,,,[8.0]
PRECT,monthly,171,8,,,[8.0]
FLUT,monthly,138,10,,,[10.0]
Z500,monthly,167,16,,,[16.0]
LHFLX,monthly,178,8,,,[8.0]
TS,monthly,108,14,,,[14.0]
TAUX,monthly,221,8,,,[8.0]
PRECT,monthly,172,8,,,[8.0]
FLUT,monthly,139,10,,,[10.0]
PRECT,monthly,173,8,,,[8.0]
LHFLX,monthly,179,8,,,[8.0]
Z500,monthly,168,16,,,[16.0]
TAUX,monthly,222,8,,,[8.0]
TS,monthly,109,14,,,[14.0]
FLUT,monthly,140,10,,,[10.0]
PRECT,monthly,174,8,,,[8.0]
LHFLX,monthly,180,8,,,[8.0]
Z500,monthly,169,16,,,[16.0]
TAUX,monthly,223,8,,,[8.0]
TS,monthly,110,14,,,[14.0]
PRECT,monthly,175,8,,,[8.0]
LHFLX,monthly,181,8,,,[8.0]
Z500,monthly,170,16,,,[16.0]
FLUT,monthly,141,10,,,[10.0]
TAUX,monthly,224,8,,,[8.0]
TS,monthly,111,14,,,[14.0]
PRECT,monthly,176,8,,,[8.0]
LHFLX,monthly,182,8,,,[8.0]
Z500,monthly,171,16,,,[16.0]
FLUT,monthly,142,10,,,[10.0]
TAUX,monthly,225,8,,,[8.0]
TS,monthly,112,14,,,[14.0]
PRECT,monthly,177,8,,,[8.0]
FLUT,monthly,143,10,,,[10.0]
Z500,monthly,172,16,,,[16.0]
LHFLX,monthly,183,8,,,[8.0]
TAUX,monthly,226,8,,,[8.0]
TS,monthly,113,14,,,[14.0]
PRECT,monthly,178,8,,,[8.0]
FLUT,monthly,144,10,,,[10.0]
TAUX,monthly,227,8,,,[8.0]
LHFLX,monthly,184,8,,,[8.0]
Z500,monthly,173,16,,,[16.0]
PRECT,monthly,179,8,,,[8.0]
FLUT,monthly,145,10,,,[10.0]
TS,monthly,114,14,,,[14.0]
TAUX,monthly,228,8,,,[8.0]
Z500,monthly,174,16,,,[16.0]
FLUT,monthly,146,10,,,[10.0]
LHFLX,monthly,185,8,,,[8.0]
PRECT,monthly,180,8,,,[8.0]
TS,monthly,115,14,,,[14.0]
Z500,monthly,175,16,,,[16.0]
TAUX,monthly,229,8,,,[8.0]
PRECT,monthly,181,8,,,[8.0]
TS,monthly,116,14,,,[14.0]
Z500,monthly,176,16,,,[16.0]
TS,monthly,117,14,,,[14.0]
PRECT,monthly,182,8,,,[8.0]
LHFLX,monthly,186,8,,,[8.0]
TAUX,monthly,230,8,,,[8.0]
FLUT,monthly,147,10,,,[10.0]
PRECT,monthly,183,8,,,[8.0]
LHFLX,monthly,187,8,,,[8.0]
Z500,monthly,177,16,,,[16.0]
TS,monthly,118,14,,,[14.0]
PRECT,monthly,184,8,,,[8.0]
LHFLX,monthly,188,8,,,[8.0]
FLUT,monthly,148,10,,,[10.0]
TAUX,monthly,231,8,,,[8.0]
LHFLX,monthly,189,8,,,[8.0]
Z500,monthly,178,16,,,[16.0]
PRECT,monthly,185,8,,,[8.0]
TS,monthly,119,14,,,[14.0]
FLUT,monthly,149,10,,,[10.0]
PRECT,monthly,186,8,,,[8.0]
TAUX,monthly,232,8,,,[8.0]
Z500,monthly,179,16,,,[16.0]
LHFLX,monthly,190,8,,,[8.0]
TS,monthly,120,14,,,[14.0]
FLUT,monthly,150,10,,,[10.0]
PRECT,monthly,187,8,,,[8.0]
TAUX,monthly,233,8,,,[8.0]
Z500,monthly,180,16,,,[16.0]
PRECT,monthly,188,8,,,[8.0]
LHFLX,monthly,191,8,,,[8.0]
FLUT,monthly,151,10,,,[10.0]
TS,monthly,121,14,,,[14.0]
Z500,monthly,181,16,,,[16.0]
TAUX,monthly,234,8,,,[8.0]
PRECT,monthly,189,8,,,[8.0]
FLUT,monthly,152,10,,,[10.0]
Z500,monthly,182,16,,,[16.0]
TS,monthly,122,14,,,[14.0]
PRECT,monthly,190,8,,,[8.0]
LHFLX,monthly,192,8,,,[8.0]
Z500,monthly,183,16,,,[16.0]
TAUX,monthly,235,8,,,[8.0]
TS,monthly,123,14,,,[14.0]
LHFLX,monthly,193,8,,,[8.0]
PRECT,monthly,191,8,,,[8.0]
FLUT,monthly,153,10,,,[10.0]
Z500,monthly,184,16,,,[16.0]
PRECT,monthly,192,8,,,[8.0]
LHFLX,monthly,194,8,,,[8.0]
TS,monthly,124,14,,,[14.0]
TAUX,monthly,236,8,,,[8.0]
Z500,monthly,185,16,,,[16.0]
TAUX,monthly,237,8,,,[8.0]
FLUT,monthly,154,10,,,[10.0]
LHFLX,monthly,195,8,,,[8.0]
TS,monthly,125,14,,,[14.0]
PRECT,monthly,193,8,,,[8.0]
Z500,monthly,186,16,,,[16.0]
TAUX,monthly,238,8,,,[8.0]
PRECT,monthly,194,8,,,[8.0]
LHFLX,monthly,196,8,,,[8.0]
TS,monthly,126,14,,,[14.0]
FLUT,monthly,155,10,,,[10.0]
Z500,monthly,187,16,,,[16.0]
TS,monthly,127,14,,,[14.0]
FLUT,monthly,156,10,,,[10.0]
LHFLX,monthly,197,8,,,[8.0]
TAUX,monthly,239,8,,,[8.0]
Z500,monthly,188,16,,,[16.0]
PRECT,monthly,195,8,,,[8.0]
TS,monthly,128,14,,,[14.0]
LHFLX,monthly,198,8,,,[8.0]
TAUX,monthly,240,8,,,[8.0]
FLUT,monthly,157,10,,,[10.0]
PRECT,monthly,196,8,,,[8.0]
TS,monthly,129,14,,,[14.0]
Z500,monthly,189,16,,,[16.0]
PRECT,monthly,197,10,,,[10.0]
TAUX,monthly,241,8,,,[8.0]
PRECT,monthly,198,8,,,[8.0]
TS,monthly,130,14,,,[14.0]
Z500,monthly,190,16,,,[16.0]
TAUX,monthly,242,8,,,[8.0]
FLUT,monthly,158,10,,,[10.0]
LHFLX,monthly,199,8,,,[8.0]
PRECT,monthly,199,8,,,[8.0]
TS,monthly,131,14,,,[14.0]
Z500,monthly,191,16,,,[16.0]
LHFLX,monthly,200,8,,,[8.0]
TAUX,monthly,243,8,,,[8.0]
TS,monthly,132,14,,,[14.0]
FLUT,monthly,159,10,,,[10.0]
Z500,monthly,192,16,,,[16.0]
PRECT,monthly,200,8,,,[8.0]
Z500,monthly,193,16,,,[16.0]
TAUX,monthly,244,8,,,[8.0]
TS,monthly,133,14,,,[14.0]
FLUT,monthly,160,10,,,[10.0]
PRECT,monthly,201,8,,,[8.0]
Z500,monthly,194,16,,,[16.0]
LHFLX,monthly,201,8,,,[8.0]
TS,monthly,134,14,,,[14.0]
TAUX,monthly,245,8,,,[8.0]
PRECT,monthly,202,10,,,[10.0]
Z500,monthly,195,16,,,[16.0]
LHFLX,monthly,202,8,,,[8.0]
PRECT,monthly,203,8,,,[8.0]
TAUX,monthly,246,8,,,[8.0]
FLUT,monthly,161,10,,,[10.0]
TS,monthly,135,14,,,[14.0]
Z500,monthly,196,16,,,[16.0]
TS,monthly,136,14,,,[14.0]
TAUX,monthly,247,8,,,[8.0]
PRECT,monthly,204,8,,,[8.0]
LHFLX,monthly,203,8,,,[8.0]
FLUT,monthly,162,10,,,[10.0]
Z500,monthly,197,16,,,[16.0]
TAUX,monthly,248,8,,,[8.0]
TS,monthly,137,14,,,[14.0]
LHFLX,monthly,204,8,,,[8.0]
FLUT,monthly,163,10,,,[10.0]
PRECT,monthly,205,8,,,[8.0]
FLUT,monthly,164,10,,,[10.0]
Z500,monthly,198,16,,,[16.0]
PRECT,monthly,206,8,,,[8.0]
LHFLX,monthly,205,8,,,[8.0]
TAUX,monthly,249,8,,,[8.0]
FLUT,monthly,165,10,,,[10.0]
TS,monthly,138,14,,,[14.0]
PRECT,monthly,207,8,,,[8.0]
Z500,monthly,199,16,,,[16.0]
LHFLX,monthly,206,8,,,[8.0]
TAUX,monthly,250,8,,,[8.0]
TS,monthly,139,14,,,[14.0]
FLUT,monthly,166,10,,,[10.0]
PRECT,monthly,208,8,,,[8.0]
LHFLX,monthly,207,8,,,[8.0]
FLUT,monthly,167,10,,,[10.0]
TAUX,monthly,251,8,,,[8.0]
TS,monthly,140,14,,,[14.0]
Z500,monthly,200,16,,,[16.0]
PRECT,monthly,209,8,,,[8.0]
PRECT,monthly,210,8,,,[8.0]
TAUX,monthly,252,8,,,[8.0]
LHFLX,monthly,208,8,,,[8.0]
PRECT,monthly,211,8,,,[8.0]
Z500,monthly,201,16,,,[16.0]
FLUT,monthly,168,10,,,[10.0]
TAUX,monthly,253,8,,,[8.0]
TS,monthly,141,14,,,[14.0]
LHFLX,monthly,209,8,,,[8.0]
PRECT,monthly,212,8,,,[8.0]
FLUT,monthly,169,10,,,[10.0]
TAUX,monthly,254,8,,,[8.0]
Z500,monthly,202,16,,,[16.0]
TS,monthly,142,14,,,[14.0]
FLUT,monthly,170,10,,,[10.0]
TAUX,monthly,255,8,,,[8.0]
LHFLX,monthly,210,8,,,[8.0]
PRECT,monthly,213,8,,,[8.0]
TS,monthly,143,14,,,[14.0]
Z500,monthly,203,16,,,[16.0]
FLUT,monthly,171,10,,,[10.0]
TAUX,monthly,256,8,,,[8.0]
PRECT,monthly,214,8,,,[8.0]
LHFLX,monthly,211,8,,,[8.0]
TS,monthly,144,14,,,[14.0]
LHFLX,monthly,212,8,,,[8.0]
PRECT,monthly,215,10,,,[10.0]
TAUX,monthly,257,8,,,[8.0]
FLUT,monthly,172,10,,,[10.0]
Z500,monthly,204,16,,,[16.0]
PRECT,monthly,216,8,,,[8.0]
TS,monthly,145,14,,,[14.0]
LHFLX,monthly,213,8,,,[8.0]
FLUT,monthly,173,10,,,[10.0]
TAUX,monthly,258,8,,,[8.0]
PRECT,monthly,217,8,,,[8.0]
TS,monthly,146,14,,,[14.0]
LHFLX,monthly,214,8,,,[8.0]
FLUT,monthly,174,10,,,[10.0]
TAUX,monthly,259,8,,,[8.0]
PRECT,monthly,218,10,,,[10.0]
Z500,monthly,205,16,,,[16.0]
LHFLX,monthly,215,8,,,[8.0]
TS,monthly,147,14,,,[14.0]
TAUX,monthly,260,8,,,[8.0]
PRECT,monthly,219,8,,,[8.0]
LHFLX,monthly,216,8,,,[8.0]
FLUT,monthly,175,10,,,[10.0]
Z500,monthly,206,16,,,[16.0]
TS,monthly,148,14,,,[14.0]
PRECT,monthly,220,10,,,[10.0]
TAUX,monthly,261,8,,,[8.0]
LHFLX,monthly,217,8,,,[8.0]
TS,monthly,149,14,,,[14.0]
Z500,monthly,207,16,,,[16.0]
PRECT,monthly,221,8,,,[8.0]
TAUX,monthly,262,8,,,[8.0]
LHFLX,monthly,218,8,,,[8.0]
FLUT,monthly,176,10,,,[10.0]
TS,monthly,150,14,,,[14.0]
Z500,monthly,208,16,,,[16.0]
FLUT,monthly,177,10,,,[10.0]
PRECT,monthly,222,10,,,[10.0]
TAUX,monthly,263,8,,,[8.0]
LHFLX,monthly,219,8,,,[8.0]
PRECT,monthly,223,8,,,[8.0]
TS,monthly,151,14,,,[14.0]
FLUT,monthly,178,10,,,[10.0]
TAUX,monthly,264,8,,,[8.0]
TS,monthly,152,14,,,[14.0]
Z500,monthly,209,16,,,[16.0]
PRECT,monthly,224,8,,,[8.0]
LHFLX,monthly,220,8,,,[8.0]
FLUT,monthly,179,10,,,[10.0]
TAUX,monthly,265,8,,,[8.0]
TS,monthly,153,14,,,[14.0]
PRECT,monthly,225,8,,,[8.0]
Z500,monthly,210,16,,,[16.0]
TAUX,monthly,266,8,,,[8.0]
FLUT,monthly,180,10,,,[10.0]
LHFLX,monthly,221,8,,,[8.0]
TS,monthly,154,14,,,[14.0]
PRECT,monthly,226,8,,,[8.0]
TAUX,monthly,267,8,,,[8.0]
Z500,monthly,211,16,,,[16.0]
LHFLX,monthly,222,8,,,[8.0]
FLUT,monthly,181,10,,,[10.0]
TS,monthly,155,14,,,[14.0]
PRECT,monthly,227,8,,,[8.0]
TAUX,monthly,268,8,,,[8.0]
TS,monthly,156,14,,,[14.0]
FLUT,monthly,182,10,,,[10.0]
Z500,monthly,212,16,,,[16.0]
PRECT,monthly,228,10,,,[10.0]
TAUX,monthly,269,8,,,[8.0]
LHFLX,monthly,223,8,,,[8.0]
TS,monthly,157,14,,,[14.0]
PRECT,monthly,229,8,,,[8.0]
TAUX,monthly,270,8,,,[8.0]
LHFLX,monthly,224,8,,,[8.0]
FLUT,monthly,183,10,,,[10.0]
Z500,monthly,213,16,,,[16.0]
TAUX,monthly,271,8,,,[8.0]
TS,monthly,158,14,,,[14.0]
FLUT,monthly,184,10,,,[10.0]
PRECT,monthly,230,8,,,[8.0]
LHFLX,monthly,225,8,,,[8.0]
Z500,monthly,214,16,,,[16.0]
TS,monthly,159,14,,,[14.0]
PRECT,monthly,231,8,,,[8.0]
FLUT,monthly,185,10,,,[10.0]
TAUX,monthly,272,8,,,[8.0]
LHFLX,monthly,226,8,,,[8.0]
FLUT,monthly,186,10,,,[10.0]
Z500,monthly,215,16,,,[16.0]
PRECT,monthly,232,8,,,[8.0]
TAUX,monthly,273,8,,,[8.0]
TS,monthly,160,14,,,[14.0]
Z500,monthly,216,16,,,[16.0]
LHFLX,monthly,227,8,,,[8.0]
TAUX,monthly,274,8,,,[8.0]
PRECT,monthly,233,8,,,[8.0]
FLUT,monthly,187,10,,,[10.0]
TAUX,monthly,275,8,,,[8.0]
LHFLX,monthly,228,8,,,[8.0]
Z500,monthly,217,16,,,[16.0]
FLUT,monthly,188,10,,,[10.0]
PRECT,monthly,234,8,,,[8.0]
TS,monthly,161,14,,,[14.0]
PRECT,monthly,235,8,,,[8.0]
TS,monthly,162,14,,,[14.0]
Z500,monthly,218,16,,,[16.0]
FLUT,monthly,189,10,,,[10.0]
PRECT,monthly,236,8,,,[8.0]
TS,monthly,163,14,,,[14.0]
LHFLX,monthly,229,8,,,[8.0]
TAUX,monthly,276,8,,,[8.0]
PRECT,monthly,237,8,,,[8.0]
Z500,monthly,219,16,,,[16.0]
TAUX,monthly,277,8,,,[8.0]
TS,monthly,164,14,,,[14.0]
FLUT,monthly,190,10,,,[10.0]
LHFLX,monthly,230,8,,,[8.0]
PRECT,monthly,238,8,,,[8.0]
Z500,monthly,220,16,,,[16.0]
TAUX,monthly,278,8,,,[8.0]
FLUT,monthly,191,10,,,[10.0]
TS,monthly,165,14,,,[14.0]
LHFLX,monthly,231,8,,,[8.0]
PRECT,monthly,239,8,,,[8.0]
TS,monthly,166,14,,,[14.0]
TAUX,monthly,279,8,,,[8.0]
FLUT,monthly,192,10,,,[10.0]
Z500,monthly,221,16,,,[16.0]
PRECT,monthly,240,8,,,[8.0]
TS,monthly,167,14,,,[14.0]
LHFLX,monthly,232,8,,,[8.0]
TS,monthly,168,14,,,[14.0]
FLUT,monthly,193,10,,,[10.0]
Z500,monthly,222,16,,,[16.0]
TAUX,monthly,280,8,,,[8.0]
PRECT,monthly,241,8,,,[8.0]
