variable,frequency,timestep,zfp_level,zfp_size,zfp_ratio,all_zfp_levs
PRECT,monthly,467,8,,,[8.0]
LHFLX,monthly,456,8,,,[8.0]
TAUX,monthly,510,8,,,[8.0]
Z500,monthly,453,16,,,[16.0]
LHFLX,monthly,457,8,,,[8.0]
TS,monthly,390,14,,,[14.0]
PRECT,monthly,468,8,,,[8.0]
FLUT,monthly,416,10,,,[10.0]
Z500,monthly,454,16,,,[16.0]
TAUX,monthly,511,8,,,[8.0]
TS,monthly,391,14,,,[14.0]
PRECT,monthly,469,10,,,[10.0]
LHFLX,monthly,458,8,,,[8.0]
FLUT,monthly,417,10,,,[10.0]
Z500,monthly,455,16,,,[16.0]
LHFLX,monthly,459,8,,,[8.0]
TS,monthly,392,14,,,[14.0]
PRECT,monthly,470,8,,,[8.0]
TAUX,monthly,512,8,,,[8.0]
Z500,monthly,456,16,,,[16.0]
FLUT,monthly,418,10,,,[10.0]
LHFLX,monthly,460,8,,,[8.0]
PRECT,monthly,471,8,,,[8.0]
TS,monthly,393,14,,,[14.0]
Z500,monthly,457,16,,,[16.0]
TAUX,monthly,513,8,,,[8.0]
FLUT,monthly,419,10,,,[10.0]
TS,monthly,394,14,,,[14.0]
LHFLX,monthly,461,8,,,[8.0]
PRECT,monthly,472,8,,,[8.0]
Z500,monthly,458,16,,,[16.0]
TAUX,monthly,514,8,,,[8.0]
TS,monthly,395,14,,,[14.0]
FLUT,monthly,420,10,,,[10.0]
LHFLX,monthly,462,8,,,[8.0]
PRECT,monthly,473,8,,,[8.0]
Z500,monthly,459,16,,,[16.0]
FLUT,monthly,421,10,,,[10.0]
LHFLX,monthly,463,8,,,[8.0]
PRECT,monthly,474,8,,,[8.0]
TS,monthly,396,14,,,[14.0]
TAUX,monthly,515,8,,,[8.0]
Z500,monthly,460,16,,,[16.0]
FLUT,monthly,422,10,,,[10.0]
PRECT,monthly,475,8,,,[8.0]
TS,monthly,397,14,,,[14.0]
TAUX,monthly,516,8,,,[8.0]
TS,monthly,398,14,,,[14.0]
LHFLX,monthly,464,8,,,[8.0]
PRECT,monthly,476,8,,,[8.0]
Z500,monthly,461,16,,,[16.0]
TS,monthly,399,14,,,[14.0]
FLUT,monthly,423,10,,,[10.0]
TS,monthly,400,14,,,[14.0]
TAUX,monthly,517,8,,,[8.0]
LHFLX,monthly,465,8,,,[8.0]
PRECT,monthly,477,8,,,[8.0]
Z500,monthly,462,16,,,[16.0]
LHFLX,monthly,466,8,,,[8.0]
FLUT,monthly,424,10,,,[10.0]
TS,monthly,401,14,,,[14.0]
PRECT,monthly,478,8,,,[8.0]
TAUX,monthly,518,8,,,[8.0]
FLUT,monthly,425,10,,,[10.0]
Z500,monthly,463,16,,,[16.0]
LHFLX,monthly,467,8,,,[8.0]
PRECT,monthly,479,8,,,[8.0]
TS,monthly,402,14,,,[14.0]
TAUX,monthly,519,8,,,[8.0]
LHFLX,monthly,468,8,,,[8.0]
Z500,monthly,464,16,,,[16.0]
FLUT,monthly,426,10,,,[10.0]
TAUX,monthly,520,8,,,[8.0]
PRECT,monthly,480,8,,,[8.0]
TS,monthly,403,14,,,[14.0]
LHFLX,monthly,469,8,,,[8.0]
LHFLX,monthly,470,8,,,[8.0]
TAUX,monthly,521,8,,,[8.0]
Z500,monthly,465,16,,,[16.0]
PRECT,monthly,481,8,,,[8.0]
TS,monthly,404,14,,,[14.0]
FLUT,monthly,427,10,,,[10.0]
Z500,monthly,466,16,,,[16.0]
TS,monthly,405,14,,,[14.0]
LHFLX,monthly,471,8,,,[8.0]
PRECT,monthly,482,8,,,[8.0]
TAUX,monthly,522,8,,,[8.0]
TS,monthly,406,14,,,[14.0]
Z500,monthly,467,16,,,[16.0]
LHFLX,monthly,472,8,,,[8.0]
TS,monthly,407,14,,,[14.0]
LHFLX,monthly,473,8,,,[8.0]
PRECT,monthly,483,8,,,[8.0]
Z500,monthly,468,16,,,[16.0]
TAUX,monthly,523,8,,,[8.0]
FLUT,monthly,428,10,,,[10.0]
TS,monthly,408,14,,,[14.0]
Z500,monthly,469,16,,,[16.0]
TS,monthly,409,14,,,[14.0]
LHFLX,monthly,474,8,,,[8.0]
FLUT,monthly,429,10,,,[10.0]
PRECT,monthly,484,8,,,[8.0]
TAUX,monthly,524,8,,,[8.0]
Z500,monthly,470,16,,,[16.0]
TAUX,monthly,525,8,,,[8.0]
Z500,monthly,471,16,,,[16.0]
LHFLX,monthly,475,8,,,[8.0]
FLUT,monthly,430,10,,,[10.0]
PRECT,monthly,485,8,,,[8.0]
TS,monthly,410,14,,,[14.0]
TAUX,monthly,526,8,,,[8.0]
LHFLX,monthly,476,8,,,[8.0]
TS,monthly,411,14,,,[14.0]
PRECT,monthly,486,8,,,[8.0]
Z500,monthly,472,16,,,[16.0]
FLUT,monthly,431,10,,,[10.0]
TAUX,monthly,527,8,,,[8.0]
LHFLX,monthly,477,8,,,[8.0]
Z500,monthly,473,16,,,[16.0]
PRECT,monthly,487,8,,,[8.0]
FLUT,monthly,432,10,,,[10.0]
TS,monthly,412,14,,,[14.0]
TAUX,monthly,528,8,,,[8.0]
FLUT,monthly,433,10,,,[10.0]
Z500,monthly,474,16,,,[16.0]
PRECT,monthly,488,8,,,[8.0]
LHFLX,monthly,478,8,,,[8.0]
TS,monthly,413,14,,,[14.0]
FLUT,monthly,434,10,,,[10.0]
TAUX,monthly,529,8,,,[8.0]
PRECT,monthly,489,8,,,[8.0]
Z500,monthly,475,16,,,[16.0]
FLUT,monthly,435,10,,,[10.0]
LHFLX,monthly,479,8,,,[8.0]
TAUX,monthly,530,8,,,[8.0]
TS,monthly,414,14,,,[14.0]
PRECT,monthly,490,8,,,[8.0]
LHFLX,monthly,480,8,,,[8.0]
FLUT,monthly,436,10,,,[10.0]
Z500,monthly,476,16,,,[16.0]
TAUX,monthly,531,8,,,[8.0]
Z500,monthly,477,16,,,[16.0]
PRECT,monthly,491,8,,,[8.0]
TS,monthly,415,14,,,[14.0]
LHFLX,monthly,481,8,,,[8.0]
Z500,monthly,478,16,,,[16.0]
PRECT,monthly,492,8,,,[8.0]
TS,monthly,416,14,,,[14.0]
TAUX,monthly,532,8,,,[8.0]
LHFLX,monthly,482,8,,,[8.0]
FLUT,monthly,437,10,,,[10.0]
Z500,monthly,479,16,,,[16.0]
PRECT,monthly,493,8,,,[8.0]
TAUX,monthly,533,8,,,[8.0]
PRECT,monthly,494,10,,,[10.0]
TS,monthly,417,14,,,[14.0]
FLUT,monthly,438,10,,,[10.0]
TAUX,monthly,534,8,,,[8.0]
PRECT,monthly,495,8,,,[8.0]
Z500,monthly,480,16,,,[16.0]
LHFLX,monthly,483,8,,,[8.0]
TS,monthly,418,14,,,[14.0]
FLUT,monthly,439,10,,,[10.0]
PRECT,monthly,496,8,,,[8.0]
Z500,monthly,481,16,,,[16.0]
TAUX,monthly,535,8,,,[8.0]
LHFLX,monthly,484,8,,,[8.0]
Z500,monthly,482,16,,,[16.0]
TS,monthly,419,14,,,[14.0]
FLUT,monthly,440,10,,,[10.0]
PRECT,monthly,497,8,,,[8.0]
LHFLX,monthly,485,8,,,[8.0]
TAUX,monthly,536,8,,,[8.0]
LHFLX,monthly,486,8,,,[8.0]
TS,monthly,420,14,,,[14.0]
PRECT,monthly,498,8,,,[8.0]
LHFLX,monthly,487,8,,,[8.0]
TAUX,monthly,537,8,,,[8.0]
Z500,monthly,483,16,,,[16.0]
FLUT,monthly,441,10,,,[10.0]
PRECT,monthly,499,10,,,[10.0]
FLUT,monthly,442,10,,,[10.0]
TS,monthly,421,14,,,[14.0]
TAUX,monthly,538,8,,,[8.0]
Z500,monthly,484,16,,,[16.0]
PRECT,monthly,500,8,,,[8.0]
LHFLX,monthly,488,8,,,[8.0]
FLUT,monthly,443,10,,,[10.0]
TS,monthly,422,14,,,[14.0]
Z500,monthly,485,16,,,[16.0]
LHFLX,monthly,489,8,,,[8.0]
PRECT,monthly,501,8,,,[8.0]
TAUX,monthly,539,8,,,[8.0]
Z500,monthly,486,16,,,[16.0]
FLUT,monthly,444,10,,,[10.0]
TAUX,monthly,540,8,,,[8.0]
LHFLX,monthly,490,8,,,[8.0]
PRECT,monthly,502,8,,,[8.0]
LHFLX,monthly,491,8,,,[8.0]
TS,monthly,423,14,,,[14.0]
Z500,monthly,487,16,,,[16.0]
TAUX,monthly,541,8,,,[8.0]
PRECT,monthly,503,8,,,[8.0]
LHFLX,monthly,492,8,,,[8.0]
TS,monthly,424,14,,,[14.0]
Z500,monthly,488,16,,,[16.0]
FLUT,monthly,445,10,,,[10.0]
TAUX,monthly,542,8,,,[8.0]
PRECT,monthly,504,8,,,[8.0]
Z500,monthly,489,16,,,[16.0]
LHFLX,monthly,493,8,,,[8.0]
Z500,monthly,490,16,,,[16.0]
TAUX,monthly,543,8,,,[8.0]
TS,monthly,425,14,,,[14.0]
FLUT,monthly,446,10,,,[10.0]
PRECT,monthly,505,8,,,[8.0]
LHFLX,monthly,494,8,,,[8.0]
Z500,monthly,491,16,,,[16.0]
LHFLX,monthly,495,8,,,[8.0]
PRECT,monthly,506,10,,,[10.0]
TS,monthly,426,14,,,[14.0]
TAUX,monthly,544,8,,,[8.0]
FLUT,monthly,447,10,,,[10.0]
TAUX,monthly,545,8,,,[8.0]
TS,monthly,427,14,,,[14.0]
TAUX,monthly,546,8,,,[8.0]
PRECT,monthly,507,8,,,[8.0]
Z500,monthly,492,16,,,[16.0]
LHFLX,monthly,496,8,,,[8.0]
TS,monthly,428,14,,,[14.0]
TAUX,monthly,547,8,,,[8.0]
LHFLX,monthly,497,8,,,[8.0]
Z500,monthly,493,16,,,[16.0]
PRECT,monthly,508,8,,,[8.0]
FLUT,monthly,448,10,,,[10.0]
TS,monthly,429,14,,,[14.0]
PRECT,monthly,509,8,,,[8.0]
Z500,monthly,494,16,,,[16.0]
FLUT,monthly,449,10,,,[10.0]
TAUX,monthly,548,8,,,[8.0]
TS,monthly,430,14,,,[14.0]
PRECT,monthly,510,8,,,[8.0]
LHFLX,monthly,498,8,,,[8.0]
Z500,monthly,495,16,,,[16.0]
FLUT,monthly,450,10,,,[10.0]
TAUX,monthly,549,8,,,[8.0]
Z500,monthly,496,16,,,[16.0]
PRECT,monthly,511,8,,,[8.0]
TS,monthly,431,14,,,[14.0]
PRECT,monthly,512,8,,,[8.0]
LHFLX,monthly,499,8,,,[8.0]
FLUT,monthly,451,10,,,[10.0]
TAUX,monthly,550,8,,,[8.0]
PRECT,monthly,513,8,,,[8.0]
Z500,monthly,497,16,,,[16.0]
LHFLX,monthly,500,8,,,[8.0]
TS,monthly,432,14,,,[14.0]
TAUX,monthly,551,8,,,[8.0]
PRECT,monthly,514,8,,,[8.0]
Z500,monthly,498,16,,,[16.0]
TS,monthly,433,14,,,[14.0]
LHFLX,monthly,501,8,,,[8.0]
FLUT,monthly,452,10,,,[10.0]
TAUX,monthly,552,8,,,[8.0]
PRECT,monthly,515,8,,,[8.0]
LHFLX,monthly,502,8,,,[8.0]
Z500,monthly,499,16,,,[16.0]
TS,monthly,434,14,,,[14.0]
TAUX,monthly,553,8,,,[8.0]
FLUT,monthly,453,10,,,[10.0]
LHFLX,monthly,503,8,,,[8.0]
Z500,monthly,500,16,,,[16.0]
PRECT,monthly,516,10,,,[10.0]
TAUX,monthly,554,8,,,[8.0]
FLUT,monthly,454,10,,,[10.0]
TS,monthly,435,14,,,[14.0]
PRECT,monthly,517,8,,,[8.0]
Z500,monthly,501,16,,,[16.0]
LHFLX,monthly,504,8,,,[8.0]
FLUT,monthly,455,10,,,[10.0]
TAUX,monthly,555,8,,,[8.0]
TS,monthly,436,14,,,[14.0]
PRECT,monthly,518,8,,,[8.0]
Z500,monthly,502,16,,,[16.0]
FLUT,monthly,456,10,,,[10.0]
LHFLX,monthly,505,8,,,[8.0]
TAUX,monthly,556,8,,,[8.0]
PRECT,monthly,519,8,,,[8.0]
Z500,monthly,503,16,,,[16.0]
TS,monthly,437,14,,,[14.0]
FLUT,monthly,457,10,,,[10.0]
TAUX,monthly,557,8,,,[8.0]
LHFLX,monthly,506,8,,,[8.0]
PRECT,monthly,520,8,,,[8.0]
Z500,monthly,504,16,,,[16.0]
TS,monthly,438,14,,,[14.0]
TAUX,monthly,558,8,,,[8.0]
LHFLX,monthly,507,8,,,[8.0]
FLUT,monthly,458,10,,,[10.0]
Z500,monthly,505,16,,,[16.0]
FLUT,monthly,459,10,,,[10.0]
PRECT,monthly,521,8,,,[8.0]
TS,monthly,439,14,,,[14.0]
LHFLX,monthly,508,8,,,[8.0]
TAUX,monthly,559,8,,,[8.0]
Z500,monthly,506,16,,,[16.0]
TS,monthly,440,14,,,[14.0]
PRECT,monthly,522,8,,,[8.0]
FLUT,monthly,460,10,,,[10.0]
TAUX,monthly,560,8,,,[8.0]
LHFLX,monthly,509,8,,,[8.0]
TS,monthly,441,14,,,[14.0]
FLUT,monthly,461,10,,,[10.0]
PRECT,monthly,523,8,,,[8.0]
TAUX,monthly,561,8,,,[8.0]
Z500,monthly,507,16,,,[16.0]
LHFLX,monthly,510,8,,,[8.0]
TS,monthly,442,14,,,[14.0]
LHFLX,monthly,511,8,,,[8.0]
TAUX,monthly,562,8,,,[8.0]
TS,monthly,443,14,,,[14.0]
FLUT,monthly,462,10,,,[10.0]
Z500,monthly,508,16,,,[16.0]
PRECT,monthly,524,8,,,[8.0]
LHFLX,monthly,512,8,,,[8.0]
FLUT,monthly,463,10,,,[10.0]
TAUX,monthly,563,8,,,[8.0]
Z500,monthly,509,16,,,[16.0]
TS,monthly,444,14,,,[14.0]
PRECT,monthly,525,8,,,[8.0]
LHFLX,monthly,513,8,,,[8.0]
FLUT,monthly,464,10,,,[10.0]
Z500,monthly,510,16,,,[16.0]
PRECT,monthly,526,8,,,[8.0]
TAUX,monthly,564,8,,,[8.0]
TS,monthly,445,14,,,[14.0]
LHFLX,monthly,514,8,,,[8.0]
LHFLX,monthly,515,8,,,[8.0]
TS,monthly,446,14,,,[14.0]
FLUT,monthly,465,10,,,[10.0]
PRECT,monthly,527,8,,,[8.0]
Z500,monthly,511,16,,,[16.0]
TAUX,monthly,565,8,,,[8.0]
LHFLX,monthly,516,8,,,[8.0]
FLUT,monthly,466,10,,,[10.0]
TS,monthly,447,14,,,[14.0]
Z500,monthly,512,16,,,[16.0]
PRECT,monthly,528,8,,,[8.0]
TAUX,monthly,566,8,,,[8.0]
LHFLX,monthly,517,8,,,[8.0]
TS,monthly,448,14,,,[14.0]
FLUT,monthly,467,10,,,[10.0]
Z500,monthly,513,16,,,[16.0]
TAUX,monthly,567,8,,,[8.0]
LHFLX,monthly,518,8,,,[8.0]
PRECT,monthly,529,8,,,[8.0]
TS,monthly,449,14,,,[14.0]
FLUT,monthly,468,10,,,[10.0]
LHFLX,monthly,519,8,,,[8.0]
TAUX,monthly,568,8,,,[8.0]
TS,monthly,450,14,,,[14.0]
Z500,monthly,514,16,,,[16.0]
PRECT,monthly,530,8,,,[8.0]
FLUT,monthly,469,10,,,[10.0]
TS,monthly,451,14,,,[14.0]
TAUX,monthly,569,8,,,[8.0]
PRECT,monthly,531,8,,,[8.0]
Z500,monthly,515,16,,,[16.0]
LHFLX,monthly,520,8,,,[8.0]
Z500,monthly,516,16,,,[16.0]
LHFLX,monthly,521,8,,,[8.0]
TAUX,monthly,570,8,,,[8.0]
FLUT,monthly,470,10,,,[10.0]
TS,monthly,452,14,,,[14.0]
PRECT,monthly,532,8,,,[8.0]
LHFLX,monthly,522,8,,,[8.0]
Z500,monthly,517,16,,,[16.0]
TAUX,monthly,571,8,,,[8.0]
PRECT,monthly,533,8,,,[8.0]
Z500,monthly,518,16,,,[16.0]
FLUT,monthly,471,10,,,[10.0]
LHFLX,monthly,523,8,,,[8.0]
TS,monthly,453,14,,,[14.0]
TAUX,monthly,572,8,,,[8.0]
PRECT,monthly,534,8,,,[8.0]
FLUT,monthly,472,10,,,[10.0]
Z500,monthly,519,16,,,[16.0]
TS,monthly,454,14,,,[14.0]
TAUX,monthly,573,8,,,[8.0]
PRECT,monthly,535,8,,,[8.0]
LHFLX,monthly,524,8,,,[8.0]
FLUT,monthly,473,10,,,[10.0]
Z500,monthly,520,16,,,[16.0]
TAUX,monthly,574,8,,,[8.0]
LHFLX,monthly,525,8,,,[8.0]
PRECT,monthly,536,8,,,[8.0]
TS,monthly,455,14,,,[14.0]
Z500,monthly,521,16,,,[16.0]
FLUT,monthly,474,10,,,[10.0]
PRECT,monthly,537,10,,,[10.0]
LHFLX,monthly,526,8,,,[8.0]
TAUX,monthly,575,8,,,[8.0]
FLUT,monthly,475,10,,,[10.0]
Z500,monthly,522,16,,,[16.0]
PRECT,monthly,538,8,,,[8.0]
TAUX,monthly,576,8,,,[8.0]
LHFLX,monthly,527,8,,,[8.0]
TS,monthly,456,14,,,[14.0]
Z500,monthly,523,16,,,[16.0]
PRECT,monthly,539,10,,,[10.0]
FLUT,monthly,476,10,,,[10.0]
LHFLX,monthly,528,8,,,[8.0]
TAUX,monthly,577,8,,,[8.0]
TS,monthly,457,14,,,[14.0]
Z500,monthly,524,16,,,[16.0]
TAUX,monthly,578,8,,,[8.0]
PRECT,monthly,540,8,,,[8.0]
LHFLX,monthly,529,8,,,[8.0]
Z500,monthly,525,16,,,[16.0]
FLUT,monthly,477,10,,,[10.0]
TS,monthly,458,14,,,[14.0]
PRECT,monthly,541,8,,,[8.0]
LHFLX,monthly,530,8,,,[8.0]
TAUX,monthly,579,8,,,[8.0]
Z500,monthly,526,16,,,[16.0]
Z500,monthly,527,16,,,[16.0]
PRECT,monthly,542,8,,,[8.0]
TS,monthly,459,14,,,[14.0]
TAUX,monthly,580,8,,,[8.0]
FLUT,monthly,478,10,,,[10.0]
LHFLX,monthly,531,8,,,[8.0]
Z500,monthly,528,16,,,[16.0]
TAUX,monthly,581,8,,,[8.0]
PRECT,monthly,543,8,,,[8.0]
FLUT,monthly,479,10,,,[10.0]
TS,monthly,460,14,,,[14.0]
LHFLX,monthly,532,8,,,[8.0]
Z500,monthly,529,16,,,[16.0]
PRECT,monthly,544,8,,,[8.0]
TS,monthly,461,14,,,[14.0]
LHFLX,monthly,533,8,,,[8.0]
FLUT,monthly,480,10,,,[10.0]
Z500,monthly,530,16,,,[16.0]
PRECT,monthly,545,8,,,[8.0]
TS,monthly,462,14,,,[14.0]
TAUX,monthly,582,8,,,[8.0]
FLUT,monthly,481,10,,,[10.0]
LHFLX,monthly,534,8,,,[8.0]
TS,monthly,463,14,,,[14.0]
Z500,monthly,531,16,,,[16.0]
TAUX,monthly,583,8,,,[8.0]
PRECT,monthly,546,8,,,[8.0]
FLUT,monthly,482,10,,,[10.0]
LHFLX,monthly,535,8,,,[8.0]
TS,monthly,464,14,,,[14.0]
Z500,monthly,532,16,,,[16.0]
LHFLX,monthly,536,8,,,[8.0]
Z500,monthly,533,16,,,[16.0]
LHFLX,monthly,537,8,,,[8.0]
FLUT,monthly,483,10,,,[10.0]
TAUX,monthly,584,8,,,[8.0]
LHFLX,monthly,538,8,,,[8.0]
PRECT,monthly,547,8,,,[8.0]
Z500,monthly,534,16,,,[16.0]
FLUT,monthly,484,10,,,[10.0]
PRECT,monthly,548,8,,,[8.0]
TS,monthly,465,14,,,[14.0]
TAUX,monthly,585,8,,,[8.0]
LHFLX,monthly,539,8,,,[8.0]
PRECT,monthly,549,8,,,[8.0]
Z500,monthly,535,16,,,[16.0]
Z500,monthly,536,16,,,[16.0]
TAUX,monthly,586,8,,,[8.0]
TS,monthly,466,14,,,[14.0]
PRECT,monthly,550,8,,,[8.0]
LHFLX,monthly,540,8,,,[8.0]
FLUT,monthly,485,10,,,[10.0]
TS,monthly,467,14,,,[14.0]
Z500,monthly,537,16,,,[16.0]
PRECT,monthly,551,8,,,[8.0]
LHFLX,monthly,541,8,,,[8.0]
TAUX,monthly,587,8,,,[8.0]
FLUT,monthly,486,10,,,[10.0]
TS,monthly,468,14,,,[14.0]
TAUX,monthly,588,8,,,[8.0]
PRECT,monthly,552,8,,,[8.0]
LHFLX,monthly,542,8,,,[8.0]
Z500,monthly,538,16,,,[16.0]
FLUT,monthly,487,10,,,[10.0]
PRECT,monthly,553,8,,,[8.0]
TAUX,monthly,589,8,,,[8.0]
TS,monthly,469,14,,,[14.0]
LHFLX,monthly,543,8,,,[8.0]
Z500,monthly,539,16,,,[16.0]
TAUX,monthly,590,8,,,[8.0]
PRECT,monthly,554,8,,,[8.0]
TS,monthly,470,14,,,[14.0]
FLUT,monthly,488,10,,,[10.0]
LHFLX,monthly,544,8,,,[8.0]
Z500,monthly,540,16,,,[16.0]
FLUT,monthly,489,10,,,[10.0]
LHFLX,monthly,545,8,,,[8.0]
TAUX,monthly,591,8,,,[8.0]
PRECT,monthly,555,8,,,[8.0]
TS,monthly,471,14,,,[14.0]
FLUT,monthly,490,10,,,[10.0]
Z500,monthly,541,16,,,[16.0]
PRECT,monthly,556,8,,,[8.0]
LHFLX,monthly,546,8,,,[8.0]
TAUX,monthly,592,8,,,[8.0]
LHFLX,monthly,547,8,,,[8.0]
FLUT,monthly,491,10,,,[10.0]
Z500,monthly,542,16,,,[16.0]
PRECT,monthly,557,8,,,[8.0]
TS,monthly,472,14,,,[14.0]
TAUX,monthly,593,8,,,[8.0]
PRECT,monthly,558,8,,,[8.0]
TS,monthly,473,14,,,[14.0]
Z500,monthly,543,16,,,[16.0]
FLUT,monthly,492,10,,,[10.0]
LHFLX,monthly,548,8,,,[8.0]
TAUX,monthly,594,8,,,[8.0]
TS,monthly,474,14,,,[14.0]
PRECT,monthly,559,8,,,[8.0]
Z500,monthly,544,16,,,[16.0]
PRECT,monthly,560,8,,,[8.0]
FLUT,monthly,493,10,,,[10.0]
TAUX,monthly,595,8,,,[8.0]
Z500,monthly,545,16,,,[16.0]
LHFLX,monthly,549,8,,,[8.0]
PRECT,monthly,561,8,,,[8.0]
TS,monthly,475,14,,,[14.0]
Z500,monthly,546,16,,,[16.0]
LHFLX,monthly,550,8,,,[8.0]
TAUX,monthly,596,8,,,[8.0]
LHFLX,monthly,551,8,,,[8.0]
LHFLX,monthly,552,8,,,[8.0]
TAUX,monthly,597,8,,,[8.0]
Z500,monthly,547,16,,,[16.0]
FLUT,monthly,494,10,,,[10.0]
TS,monthly,476,14,,,[14.0]
PRECT,monthly,562,8,,,[8.0]
LHFLX,monthly,553,8,,,[8.0]
Z500,monthly,548,16,,,[16.0]
PRECT,monthly,563,8,,,[8.0]
TAUX,monthly,598,8,,,[8.0]
TS,monthly,477,14,,,[14.0]
LHFLX,monthly,554,8,,,[8.0]
FLUT,monthly,495,10,,,[10.0]
TS,monthly,478,14,,,[14.0]
Z500,monthly,549,16,,,[16.0]
TAUX,monthly,599,8,,,[8.0]
LHFLX,monthly,555,8,,,[8.0]
PRECT,monthly,564,8,,,[8.0]
FLUT,monthly,496,10,,,[10.0]
Z500,monthly,550,16,,,[16.0]
TAUX,monthly,600,8,,,[8.0]
PRECT,monthly,565,8,,,[8.0]
LHFLX,monthly,556,8,,,[8.0]
TS,monthly,479,14,,,[14.0]
Z500,monthly,551,16,,,[16.0]
FLUT,monthly,497,10,,,[10.0]
PRECT,monthly,566,8,,,[8.0]
TAUX,monthly,601,8,,,[8.0]
LHFLX,monthly,557,8,,,[8.0]
TS,monthly,480,14,,,[14.0]
Z500,monthly,552,16,,,[16.0]
FLUT,monthly,498,10,,,[10.0]
LHFLX,monthly,558,8,,,[8.0]
TAUX,monthly,602,8,,,[8.0]
PRECT,monthly,567,8,,,[8.0]
TS,monthly,481,14,,,[14.0]
TAUX,monthly,603,8,,,[8.0]
Z500,monthly,553,16,,,[16.0]
FLUT,monthly,499,10,,,[10.0]
LHFLX,monthly,559,8,,,[8.0]
PRECT,monthly,568,8,,,[8.0]
TS,monthly,482,14,,,[14.0]
TAUX,monthly,604,8,,,[8.0]
LHFLX,monthly,560,8,,,[8.0]
FLUT,monthly,500,10,,,[10.0]
PRECT,monthly,569,8,,,[8.0]
Z500,monthly,554,16,,,[16.0]
TS,monthly,483,14,,,[14.0]
FLUT,monthly,501,10,,,[10.0]
PRECT,monthly,570,8,,,[8.0]
TAUX,monthly,605,8,,,[8.0]
LHFLX,monthly,561,8,,,[8.0]
TS,monthly,484,14,,,[14.0]
Z500,monthly,555,16,,,[16.0]
LHFLX,monthly,562,8,,,[8.0]
FLUT,monthly,502,10,,,[10.0]
PRECT,monthly,571,8,,,[8.0]
TS,monthly,485,14,,,[14.0]
LHFLX,monthly,563,8,,,[8.0]
TAUX,monthly,606,8,,,[8.0]
FLUT,monthly,503,10,,,[10.0]
Z500,monthly,556,16,,,[16.0]
PRECT,monthly,572,8,,,[8.0]
Z500,monthly,557,16,,,[16.0]
PRECT,monthly,573,8,,,[8.0]
TAUX,monthly,607,8,,,[8.0]
TS,monthly,486,14,,,[14.0]
LHFLX,monthly,564,8,,,[8.0]
Z500,monthly,558,16,,,[16.0]
FLUT,monthly,504,10,,,[10.0]
PRECT,monthly,574,8,,,[8.0]
TS,monthly,487,14,,,[14.0]
LHFLX,monthly,565,8,,,[8.0]
TAUX,monthly,608,8,,,[8.0]
Z500,monthly,559,16,,,[16.0]
PRECT,monthly,575,8,,,[8.0]
FLUT,monthly,505,10,,,[10.0]
TS,monthly,488,14,,,[14.0]
Z500,monthly,560,16,,,[16.0]
LHFLX,monthly,566,8,,,[8.0]
PRECT,monthly,576,8,,,[8.0]
TAUX,monthly,609,8,,,[8.0]
FLUT,monthly,506,10,,,[10.0]
FLUT,monthly,507,10,,,[10.0]
Z500,monthly,561,16,,,[16.0]
TAUX,monthly,610,8,,,[8.0]
PRECT,monthly,577,8,,,[8.0]
TS,monthly,489,14,,,[14.0]
LHFLX,monthly,567,8,,,[8.0]
FLUT,monthly,508,10,,,[10.0]
Z500,monthly,562,16,,,[16.0]
FLUT,monthly,509,10,,,[10.0]
TS,monthly,490,14,,,[14.0]
TAUX,monthly,611,8,,,[8.0]
LHFLX,monthly,568,8,,,[8.0]
PRECT,monthly,578,8,,,[8.0]
Z500,monthly,563,16,,,[16.0]
FLUT,monthly,510,10,,,[10.0]
PRECT,monthly,579,8,,,[8.0]
TS,monthly,491,14,,,[14.0]
TAUX,monthly,612,8,,,[8.0]
Z500,monthly,564,16,,,[16.0]
LHFLX,monthly,569,8,,,[8.0]
TS,monthly,492,14,,,[14.0]
TAUX,monthly,613,8,,,[8.0]
PRECT,monthly,580,8,,,[8.0]
Z500,monthly,565,16,,,[16.0]
TAUX,monthly,614,8,,,[8.0]
FLUT,monthly,511,10,,,[10.0]
TS,monthly,493,14,,,[14.0]
LHFLX,monthly,570,8,,,[8.0]
PRECT,monthly,581,8,,,[8.0]
Z500,monthly,566,16,,,[16.0]
TAUX,monthly,615,8,,,[8.0]
FLUT,monthly,512,10,,,[10.0]
TS,monthly,494,14,,,[14.0]
LHFLX,monthly,571,8,,,[8.0]
Z500,monthly,567,16,,,[16.0]
TAUX,monthly,616,8,,,[8.0]
PRECT,monthly,582,8,,,[8.0]
TS,monthly,495,14,,,[14.0]
LHFLX,monthly,572,8,,,[8.0]
Z500,monthly,568,16,,,[16.0]
PRECT,monthly,583,8,,,[8.0]
TAUX,monthly,617,8,,,[8.0]
FLUT,monthly,513,10,,,[10.0]
Z500,monthly,569,16,,,[16.0]
TS,monthly,496,14,,,[14.0]
PRECT,monthly,584,8,,,[8.0]
TAUX,monthly,618,8,,,[8.0]
LHFLX,monthly,573,8,,,[8.0]
FLUT,monthly,514,10,,,[10.0]
Z500,monthly,570,16,,,[16.0]
PRECT,monthly,585,8,,,[8.0]
TAUX,monthly,619,8,,,[8.0]
LHFLX,monthly,574,8,,,[8.0]
TS,monthly,497,14,,,[14.0]
PRECT,monthly,586,8,,,[8.0]
FLUT,monthly,515,10,,,[10.0]
