index,set,time,mean,variance,ns_con_var,w_e_first_differences,prob_positive,num_zero,range,quantile,levels,algs,ratios,variable
2723,orig_FSNTOA,23,243.6252509882277,16217.476053023336,126.84311114188571,0.0,0.8751265914351852,6905.0,451.1495971679688,212.0112533569336,16,zfp,2.47,BURDENDUST
2724,orig_FSNTOA,24,245.61288373387063,15106.002026729811,139.81897936865556,0.0,0.9010416666666666,5472.0,434.5694885253906,219.7174835205078,16,zfp,2.47,BURDENDUST
2725,orig_FSNTOA,25,245.96663058012768,11339.88237136566,130.5166743660751,0.0,0.953125,2592.0,407.3094787597656,221.29369354248047,16,zfp,2.47,BURDENDUST
2726,orig_FSNTOA,26,243.1124338891272,8940.737161150086,122.992776392287,0.0,1.0,0.0,378.2760181427002,196.53099060058597,16,zfp,2.47,BURDENDUST
2727,orig_FSNTOA,27,238.8879837919496,9494.288869648992,128.3756813869796,0.0,0.9739583333333334,1440.0,397.0530395507813,209.62610626220703,16,zfp,2.47,BURDENDUST
2728,orig_FSNTOA,28,234.63294871092367,11899.260143139303,140.43859204675027,0.0,0.9162688078703703,4630.0,418.7543640136719,214.3380889892578,16,zfp,2.47,BURDENDUST
2729,orig_FSNTOA,29,231.9776711255566,13676.420522790066,125.09094223765568,0.0,0.875,6912.0,435.0115966796875,225.34988403320312,16,zfp,2.47,BURDENDUST
2730,orig_FSNTOA,30,232.47161671043588,12533.752745028743,110.39698352570952,0.0,0.8958333333333334,5760.0,423.88275146484375,248.61398315429688,16,zfp,2.47,BURDENDUST
2731,orig_FSNTOA,31,234.0187760619632,9364.121519949944,109.78693673342632,0.0,0.9479166666666666,2880.0,391.1863403320313,213.9567108154297,16,zfp,2.47,BURDENDUST
2732,orig_FSNTOA,32,237.8478039770113,7880.002565093926,99.9758241042285,0.0,1.0,0.0,377.0317294597626,202.0713806152344,16,zfp,2.47,BURDENDUST
2733,orig_FSNTOA,33,241.21804149819303,9503.195595142734,101.85104321992894,0.0,0.979293258101852,1145.0,401.26080322265625,209.44702911376956,16,zfp,2.47,BURDENDUST
2734,orig_FSNTOA,34,242.74190821465072,13351.88681703021,121.12270181428208,0.0,0.9167209201388888,4605.0,420.05474853515625,198.99093627929688,16,zfp,2.47,BURDENDUST
2735,orig_FSNTOA,35,243.4842684846278,15945.21227018837,128.9763513333849,0.0,0.8751265914351852,6905.0,449.1267700195313,209.55209350585935,16,zfp,2.47,BURDENDUST
2736,orig_FSNTOA,36,245.6846408455395,15093.7566024417,132.94885373847245,0.0,0.9010416666666666,5472.0,437.6966857910156,220.9044342041016,16,zfp,2.47,BURDENDUST
